genres,keywords,title,cast,director,popularity
Drama Thriller Crime,rage and hate brother revenge punishment home movie footage,Dead Man's Shoes,Paddy Considine Gary Stretch Toby Kebbell Jo Hartley Seamus O'Neill,Shane Meadows,12.818441
Comedy Horror,civil war narration voodoo necrophilia anthology,From a Whisper to a Scream,Vincent Price Clu Gulager Terry Kiser Rosalind Cash Cameron Mitchell,Jeff Burr,1.220072
Documentary,,Sex With Strangers,,,0.014406
Horror,dracula independent film,Dracula: Pages from a Virgin's Diary,Wei-Qiang Zhang Tara Birtwhistle David Moroni CindyMarie Small Johnny A. Wright,Guy Maddin,0.552361
Drama,christian film food,Faith Like Potatoes,Frank Rautenbach Jeanne Neilson Hamilton Dlamini Sean Cameron Michael Rochelle Buchan,Regardt van den Bergh,0.147886
Fantasy Science Fiction Horror,commune suspense mad doctor captive drugged,Beyond the Black Rainbow,Michael Rogers Scott Hylands Marilyn Norry Eva Allan Rondel Reynoldson,Panos Cosmatos,7.717237
Action Thriller Crime,crime boss tenement high rise monitor tower block,The Raid,Iko Uwais Joe Taslim Donny Alamsyah Yayan Ruhian Ray Sahetapy,Gareth Evans,40.285095
Horror Science Fiction Action,vampire zombie vanity project mad cow disease,The Dead Undead,Luke Goss Joshua Alba Matthew R. Anderson Laura Chinn Cameron Goodman,Matthew R. Anderson,0.249457
Horror Documentary Mystery,exorcism,The Vatican Exorcisms,Joe Marino,Joe Marino,0.447166
Drama Romance,love triangle corruption spy resistance casablanca,Casablanca,Humphrey Bogart Ingrid Bergman Paul Henreid Claude Rains Conrad Veidt,Michael Curtiz,43.729123
Horror Thriller,supernatural drama,Lake Mungo,Talia Zucker Rosie Traynor David Pledger Martin Sharpe Steve Jodrell,Joel Anderson,4.653047
Drama Comedy Romance,ambition bollywood business india struggling career,Rocket Singh: Salesman of the Year,Ranbir Kapoor Sumeet Darshan Dobhal Gauhar Khan Shazahn Padamsee Prem Chopra,Shimit Amin,3.000435
Adventure Drama Science Fiction,space marine sunlight plants space travel saturn,Silent Running,Bruce Dern Cliff Potts Ron Rifkin Jesse Vint Steven Brown,Douglas Trumbull,11.095414
Drama,underdog philadelphia transporter italo-american fight,Rocky,Sylvester Stallone Talia Shire Burt Young Carl Weathers Burgess Meredith,John G. Avildsen,72.19808
Drama,woman director young couple secluded family estate,The Sleepwalker,Christopher Abbott Brady Corbet Stephanie Ellis Gitte Witt,Mona Lerche,0.926084
Adventure Comedy History Romance,from rags to riches tutor squire,Tom Jones,Albert Finney Susannah York Hugh Griffith Edith Evans Joan Greenwood,Tony Richardson,2.833166
Horror Thriller,computer bullying revenge internet teenager,Unfriended,Shelley Hennig Moses Jacob Storm Renee Olstead William Peltz Jacob Wysocki,Levan Gabriadze,41.972328999999995
Crime Drama,vietnam veteran taxi obsession drug dealer night shift,Taxi Driver,Robert De Niro Cybill Shepherd Harvey Keitel Jodie Foster Peter Boyle,Martin Scorsese,58.845025
Drama Horror,insane asylum werewolf newswoman,The Howling,Patrick Macnee Dennis Dugan Christopher Stone Belinda Balaski Kevin McCarthy,Joe Dante,6.5328550000000005
Adventure Action Thriller,london england england assassination spy casino,Dr. No,Sean Connery Ursula Andress Joseph Wiseman Jack Lord Bernard Lee,Terence Young,48.901542
Horror Thriller,radiation ukraine nuclear radiation tourist nuclear power plant,Chernobyl Diaries,Jesse McCartney Jonathan Sadowski Olivia Taylor Dudley Ingrid Bols\u00f8 Berdal Alex Feldman,Bradley Parker,20.649145
Horror,underworld seduction supernatural pinhead revenge,Hellraiser,Andrew Robinson Clare Higgins Ashley Laurence Sean Chapman Oliver Smith,Clive Barker,22.583834
Drama,christian,God's Not Dead 2,Hayley Orrantia Melissa Joan Hart Jesse Metcalfe David A.R. White Ray Wise,Harold Cronk,6.96858
Horror Thriller,murder serial killer student rumor,Cry_Wolf,Julian Morris Lindy Booth Jared Padalecki Jon Bon Jovi Sandra McCoy,Jeff Wadlow,6.926926
Adventure Horror Action Science Fiction,japan monster flying saucer godzilla city,Godzilla 2000,Takehiro Murata Naomi Nishida Mayu Suzuki Hiroshi Abe Shir\u00f4 Sano,Takao Okawara,3.322721
Drama Romance,dancing nurse depression classroom bridge,Blue Valentine,Ryan Gosling Michelle Williams Mike Vogel John Doman Faith Wladyka,Derek Cianfrance,26.881611
Drama,individual gay new york usa missionary,Transamerica,Felicity Huffman Kevin Zegers Elizabeth Pe\u00f1a Danny Burstein Maurice Orozco,Duncan Tucker,9.773398
Thriller Horror,rome exorcism death demonic possession found footage,The Devil Inside,Fernanda Andrade Simon Quarterman Evan Helmuth Ionut Grama Suzan Crowley,William Brent Bell,13.152822
Comedy Drama Thriller,pop pop star musical,Beyond the Valley of the Dolls,Dolly Read Cynthia Myers Marcia McBroom John Lazar Michael Blodgett,Russ Meyer,4.289003
Drama Action Western Music Romance,civil war,Love Me Tender,Richard Egan Debra Paget Elvis Presley Robert Middleton William Campbell,Robert D. Webb,1.444258
Documentary,climate change greenhouse effect climate earth global warming,An Inconvenient Truth,Al Gore Billy West Ronald Reagan George W. Bush George H. W. Bush,Davis Guggenheim,14.139004000000002
Action Drama History War,sergeant iwo jima,Sands of Iwo Jima,John Wayne John Agar Adele Mara Forrest Tucker Wally Cassell,Allan Dwan,3.8510000000000004
Documentary Music,new york film director legend song public,Shine a Light,Mick Jagger Keith Richards Charlie Watts Ronnie Wood Christina Aguilera,Martin Scorsese,2.162522
Action Adventure Horror Thriller,chile gore jungle extreme violence cannibal,The Green Inferno,Lorenza Izzo Ariel Levy Sky Ferreira Nicolas Martinez Kirby Bliss Blanton,Eli Roth,17.845160999999994
Drama Romance Family,gay,Departure,Juliet Stevenson Alex Lawther Ph\u00e9nix Brossard Finbar Lynch Niamh Cusack,Andrew Steggall,0.42583000000000004
Drama Romance Comedy,cat virgin narration wheelchair graduation,The Sessions,John Hawkes Helen Hunt William H. Macy Moon Bloodgood Annika Marks,Ben Lewin,9.115486
Documentary,food industry monsanto organic food sustainable griculture,"Food, Inc.",Michael Pollan Eric Schlosser Richard Lobb Vince Edwards Carole Morison,Robert Kenner,15.017161999999999
Drama,adoption college,October Baby,Rachel Hendrix  Jason Burkey Robert Amaya  John Schneider,Andrew Erwin,1.86221
Comedy Drama Romance,independent film,Next Stop Wonderland,Hope Davis Philip Seymour Hoffman Holland Taylor Alan Gelfant Jason Lewis,Brad Anderson,1.334481
Drama,new york adultery confession brother sister relationship infidelity,The Skeleton Twins,Kristen Wiig Bill Hader Luke Wilson Ty Burrell Boyd Holbrook,Craig Johnson,15.699363
Drama Thriller,sexual abuse cult boundary violations mumblegore,Martha Marcy May Marlene,Elizabeth Olsen Hugh Dancy John Hawkes Sarah Paulson Brady Corbet,Sean Durkin,17.806082
Comedy Romance,independent film woman director,Obvious Child,Jenny Slate Jake Lacy Gaby Hoffmann Paul Briganti Stephen Singer,Gillian Robespierre,10.12895
Drama,human trafficking woman director,Frozen River,Melissa Leo Misty Upham Charlie McDermott John Canoe Jay Klaitz,Courtney Hunt,4.805651
Documentary Music,,20 Feet from Stardom,Bette Midler Mick Jagger Sting Sheryl Crow Bruce Springsteen,Morgan Neville,5.247955999999999
Drama Romance,love revenge loft analingus actor,Two Girls and a Guy,Robert Downey Jr. Natasha Gregson Wagner Heather Graham Angel David Frederique van der Wal,James Toback,4.86805
Comedy Drama Romance,independent film woman director,Walking and Talking,Catherine Keener Anne Heche Liev Schreiber Randall Batinkoff Amy Braverman,Nicole Holofcener,0.36731199999999997
Documentary,energy supply automobile industry independent film,Who Killed the Electric Car?,Martin Sheen Mel Gibson Tom Hanks,Chris Paine,5.3231839999999995
Comedy Drama Romance,gay roommate male friendship in vitro fertilisation romantic comedy,The Broken Hearts Club: A Romantic Comedy,Ben Weber Timothy Olyphant Matt McGrath Zach Braff Dean Cain,Greg Berlanti,3.4241580000000003
Comedy Horror Thriller Mystery Fantasy,john f. kennedy elvis presley,Bubba Ho-tep,Bruce Campbell Ossie Davis Ella Joyce Heidi Marnhout Bob Ivy,Don Coscarelli,9.954848
Drama,independent film,Slam,Saul Williams Sonja Sohn Bonz Malone Beau Sia,Marc Levin,0.29245
Crime Drama Mystery Thriller,,Brigham City,Richard Dutcher Matthew A. Brown Wilford Brimley,Richard Dutcher,0.28008299999999997
Drama Foreign Romance,suicide loss of brother laughing jihad love,Fiza,Hrithik Roshan Karisma Kapoor Jaya Bachchan Neha Bikram Saluja,Khalid Mohammed,0.043023
Comedy,pornography sex secret fight star,Orgazmo,Trey Parker Dian Bachar Matt Stone Ron Jeremy Michael Dean Jacobs,Trey Parker,5.06516
Drama Romance,southern usa small town virgin independent film best friend,All the Real Girls,Paul Schneider Zooey Deschanel Danny McBride Maurice Compte Heather McComb,David Gordon Green,3.65924
Comedy,independent film,Dream with the Fishes,David Arquette Brad Hunt Kathryn Erbe Patrick McGaw Cathy Moriarty,,0.9483159999999999
Drama,independent film woman director,Blue Car,Margaret Colin Agnes Bruckner David Strathairn Frances Fisher A.J. Buckley,Karen Moncrieff,0.6726949999999999
Drama,high school soccer teenager older man younger woman relationship teenage sexuality,Palo Alto,Emma Roberts Jack Kilmer Nat Wolff James Franco Zoe Levin,Gia Coppola,16.570708
Crime Drama,,Ajami,Fouad Habash Nisrine Rihan Elias Saba Youssef Sahwani Abu George Shibli,Scandar Copti,0.51799
Comedy Drama Fantasy Romance,independent film break-up ex-boyfriend ex-girlfriend relationship rolling a cigarette autocide,Wristcutters: A Love Story,Patrick Fugit Shannyn Sossamon Shea Whigham Leslie Bibb Will Arnett,Goran Dukic,8.542921
Science Fiction Drama,independent film eyes molecular biologist,I Origins,Michael Pitt Brit Marling Astrid Berg\u00e8s-Frisbey Steven Yeun Archie Panjabi,Mike Cahill,37.555398
Comedy Drama Romance,fantasy enemy sister high school battlefield,The Battle of Shaker Heights,Shia LaBeouf Elden Henson Amy Smart Billy Kay Kathleen Quinlan,Kyle Rankin,5.20209
Documentary,corruption war indonesia,The Act of Killing,Anwar Congo Herman Koto Syamsul Arifin Ibrahim Sinik Yapto Soerjosoemarno,Joshua Oppenheimer,8.887411
Documentary,taxi afghanistan guantanamo bay torture chamber,Taxi to the Dark Side,Brian Keith Allen Moazzam Begg Christopher Beiring Alex Gibney,Alex Gibney,0.7485649999999999
Documentary,new york beckenbauer pele,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Pel\u00e9 Franz Beckenbauer Carlos Alberto Raphael de la Sierra Phil Woosnam,Paul Crowder,0.436148
Drama,guyana 19th century,Guiana 1838,Aasheekaa Bathija Thomas Garvey Kumar Gaurav Rufus Graham Asim Mujahid,Rohit Jagessar,0.030253
,,Lisa Picard Is Famous,Laura Kirk Nat DeWolf Griffin Dunne Daniel London Sandra Bullock,Griffin Dunne,0.6900890000000001
Drama Adventure Documentary,biography antarctica,Antarctica: A Year on Ice,Genevieve Bachman William Brotman Michael Christiansen Tom Hamann George Lampman,Anthony Powell,1.883947
Documentary,pop culture fan culture documentary toys,A LEGO Brickumentary,Jason Bateman Matthias Klie,Kief Davidson,1.631274
Drama Action,skateboarding forgiveness sport family relationships aftercreditsstinger,Hardflip,Randy Wayne John Schneider Rosanna Arquette Sean Michael Afable Jason Dundas,Johnny Remo,0.341461
Thriller,,Chocolate: Deep Dark Secrets,Anil Kapoor Sunil Shetty Arshad Warsi Emraan Hashmi Irrfan Khan,Vivek Agnihotri,0.8878209999999999
Mystery Horror,ritual cult independent film human sacrifice eclipse,The House of the Devil,Jocelin Donahue Mary Woronov Greta Gerwig AJ Bowen Heather Robb,Ti West,8.628485000000001
Comedy Thriller Crime,swimming pool tea kettle conga line spit in the face convenience store robbery,The Perfect Host,David Hyde Pierce Clayne Crawford Nathaniel Parker Helen Reddy,Nick Tomnay,6.507094
Comedy Crime,robbery organized crime gangster safecracker rosh hashanah,Safe Men,Sam Rockwell Steve Zahn Paul Giamatti Mark Ruffalo Josh Pais,John Hamburg,1.1907290000000001
Romance Drama Crime,racing car growing up scam male prostitute,Speedway Junky,Jesse Bradford Jordan Brower Jonathan Taylor Thomas Daryl Hannah Tiffani Thiessen,Nickolas Perry,0.340019
Comedy Drama,magazine independent film counter-culture model arrogance,The Last Big Thing,Dan Zukovic Mark Ruffalo Sibel Ergener James Lorinz Yul Vazquez,Dan Zukovic,0.678475
Action Comedy,superhero,The Specials,Jordan Ladd Rob Lowe Jamie Kennedy Thomas Haden Church James Gunn,Craig Mazin,9.055447000000001
Comedy Romance,affection woman director,16 to Life,Hallee Hirsh Theresa Russell Shiloh Fernandez Will Rothhaar,Becky Smith,0.10846800000000001
Crime Drama Romance Thriller,obsession hidden camera stalker independent film invasion of privacy,Alone With Her,Colin Hanks Ana Claudia Talanc\u00f3n Jordana Spiro Jonathon Trent Alex Boling,Eric Nicholas,2.175696
Drama Science Fiction,virtual reality black and white,Creative Control,Benjamin Dickinson Nora Zehetner Dan Gill Alexia Rasmussen Gavin McInnes,Benjamin Dickinson,1.50211
Drama Fantasy Science Fiction,hallucination superhero independent film,Special,Michael Rapaport Josh Peck Robert Baker Jack Kehler Alexandra Holden,Hal Haberman,1.260314
,,Sparkler,Park Overall Veronica Cartwright Freddie Prinze Jr. Don Harvey Jamie Kennedy,Darren Stein,0.547654
Action Comedy Science Fiction,,The Helix... Loaded,,,0.0206
Drama Action Thriller,rebel usa president hostage airplane,In Her Line of Fire,Mariel Hemingway David Keith David Millbern Jill Bennett Sydney Jackson,Brian Trenchard-Smith,0.429587
Comedy Drama,stand-up comedy,The Jimmy Show,Frank Whaley Carla Gugino Ethan Hawke Lynn Cohen Jillian Stacom,Frank Whaley,0.098351
Crime Drama,drug cartel extreme violence,Heli,Armando Espitia Andrea Vergara Linda Gonzalez Juan Eduardo Palacios Kenny Johnston,Amat Escalante,3.629777
Family Comedy,,Karachi se Lahore,Shehzad Sheikh Ayesha Omar Yasir Hussain Javed Sheikh,,0.060002999999999994
Drama Romance,bisexuality australia twin brother friends melbourne,Loving Annabelle,Erin Kelly Diane Gaidry Laura Breckenridge Michelle Horn Gustine Fudickar,Katherine Brooks,7.145832
Drama Comedy,talent delusion fame teenager viral video,Hits,Meredith Hagner Matt Walsh James Adomian Jake Cherry Derek Waters,David Cross,3.638411
Action Crime Drama Thriller,police revenge independent film video camera on the run,Jimmy and Judy,Edward Furlong Rachael Bella William Sadler,Randall Rubin,1.255771
Comedy Romance,sport,Frat Party,Randy Wayne Caroline D'Amore Jareb Dauplaise Lauren C. Mayhew Dan Levy,Robert Bennett,0.783842
Drama,london england beatnik,The Party's Over,Oliver Reed Clifford David Ann Lynn Louise Sorel Mike Pratt,Guy Hamilton,0.118324
Drama,woman director,Proud,Vernel Bagneris Marcus Chait Michael Ciesla,Mary Pat Kelly,0.023681
Drama,rape drug abuse independent film,The Poker House,Jennifer Lawrence Selma Blair Bokeem Woodbine Chlo\u00eb Grace Moretz Sophia Bairley,Lori Petty,2.9485759999999996
,,Childless,Barbara Hershey Joe Mantegna Diane Venora James Naughton Natalie Dreyfuss,Charlie Levi,0.24385300000000001
Horror,racist religion,ZMD: Zombies of Mass Destruction,Janette Armand Doug Fahl Cooper Hopkins Bill Johns Russell Hodgkinson,Kevin Hamedani,1.563711
Horror Thriller,,Snow White: A Deadly Summer,Shanley Caswell Maureen McCormick Eric Roberts Tim Abell R.J. Cantu,David DeCoteau,0.6534949999999999
Romance Drama,,Hidden Away,Germ\u00e1n Alcarazu Adil Koukouh Ana Wagener Alex Angulo,Mikel Rueda,1.233688
Comedy Drama Romance,,My Last Day Without You,Ken Duken Nicole Beharie Reg E. Cathey Marlene Forte Laith Nakli,Stefan C. Schaefer,0.153625
Comedy Romance,,Steppin: The Movie,Wesley Jonathan Chrystee Pharris Anthony Anderson,Michael Taliferro,0.328498
Western,,Doc Holliday's Revenge,Tom Berenger Ashley Hayes Eric Roberts Bart Voitila Oliver Rayon,David DeCoteau,0.4594
Thriller Horror,friends remote island woman director,Black Rock,Kate Bosworth Lake Bell Jay Paulson Katie Aselton Will Bouvier,Katie Aselton,7.207051
Horror Thriller Mystery,,Truth or Dare,Liam Boyle Jack Gordon Florence Hall David Oakes Jennie Jacques,Robert Heath,6.6799539999999995
Drama Thriller,independent film,The Pet,Pierre Dulat Andrea Edmondson Summer Nguyen Lydia McLane Steven Wollenberg,D. Stevens,1.284741
Science Fiction Drama Music,small town rock star musical idol teenager,Bang Bang Baby,Jane Levy Peter Stormare Justin Chatwin David Reale Kristian Bruun,Jeffrey St. Jules,0.9733229999999999
Horror,phobia doctor fear,Fear Clinic,Thomas Dekker Robert Englund Cleopatra Coleman Fiona Dourif Kevin Gage,Robert Hall,1.859965
Comedy Action Science Fiction Thriller,mutant post-apocalyptic zombie,Zombie Hunter,Martin Copping Danny Trejo Clare Niederpruem Terry Guthrie Jason Regier,Kevin King,3.418372
Drama,,A Fine Step,Luke Perry Anna Claire Sneed Leonor Varela,Jonathan Meyers,0.6543399999999999
Drama Romance Science Fiction,experiment mouse intelligence test genius,Charly,Cliff Robertson Claire Bloom Lilia Skala Leon Janney Ruth White,Ralph Nelson,0.17868900000000001
Horror Thriller,lsd government conspiracy tension video camera,Banshee Chapter,Ted Levine Katia Winter Michael McMillian Monique Candelaria Jenny Gabrielle,Blair Erickson,7.310878999999999
Drama Mystery Thriller,college blog dark secrets,Ask Me Anything,Britt Robertson Christian Slater Justin Long Martin Sheen Andy Buckley,Allison Burnett,8.976128
Comedy Romance,,And Then Came Love,Kevin Daniels Michael Boatman Jeremy Gumbs Eartha Kitt Vanessa Williams,Richard Schenkman,0.280829
Documentary,,Food Chains,,Sanjay Rawal,0.7956979999999999
Crime Drama,murder suspense union dock longshoreman,On the Waterfront,Marlon Brando Karl Malden Lee J. Cobb Rod Steiger Pat Henning,Elia Kazan,16.015598999999998
Comedy,baby roommate friendship single los angeles,L!fe Happens,Krysten Ritter Kate Bosworth Rachel Bilson Geoff Stults Justin Kirk,Kat Coiro,5.974156
